Ocupação;Quantitativo;Porcentagem;Data de carga
Pecuarista;1;0,0041;14/01/2025 03:36
Cantor e Compositor;1;0,0041;14/01/2025 03:36
Artista Plástico e Assemelhados;1;0,0041;14/01/2025 03:36
Zootecnista;1;0,0041;14/01/2025 03:36
Publicitário;1;0,0041;14/01/2025 03:36
Empresário;30;0,1235;14/01/2025 03:36
Bancário e Economiário;1;0,0041;14/01/2025 03:36
Policial Civil;2;0,0082;14/01/2025 03:36
Trabalhador Metalúrgico e Siderúrgico;1;0,0041;14/01/2025 03:36
Sacerdote ou Membro de Ordem ou Seita Religiosa;1;0,0041;14/01/2025 03:36
Diplomata;1;0,0041;14/01/2025 03:36
Senador;10;0,0412;14/01/2025 03:36
Vendedor de Comércio Varejista e Atacadista;1;0,0041;14/01/2025 03:36
Químico;1;0,0041;14/01/2025 03:36
Corretor de Imóveis, Seguros, Títulos e Valores;1;0,0041;14/01/2025 03:36
Técnico de Enfermagem e Assemelhados (Exceto Enfermeiro);1;0,0041;14/01/2025 03:36
Enfermeiro;1;0,0041;14/01/2025 03:36
Aposentado (Exceto Servidor Público);5;0,0206;14/01/2025 03:36
Contador;2;0,0082;14/01/2025 03:36
PROFESSOR DE ENSINO DE PRIMEIRO E SEGUNDO GRAUS;2;0,0082;14/01/2025 03:36
Servidor Público Civil Aposentado;10;0,0412;14/01/2025 03:36
Militar Reformado;2;0,0082;14/01/2025 03:36
Médico;12;0,0494;14/01/2025 03:36
Policial Militar;2;0,0082;14/01/2025 03:36
Economista;3;0,0123;14/01/2025 03:36
Músico;1;0,0041;14/01/2025 03:36
Porteiro de Edifício, Ascensorista, Garagista e Zelador;1;0,0041;14/01/2025 03:36
Eletricista e Assemelhados;1;0,0041;14/01/2025 03:36
Magistrado;1;0,0041;14/01/2025 03:36
Engenheiro;5;0,0206;14/01/2025 03:36
Bombeiro Militar;2;0,0082;14/01/2025 03:36
Servidor Público Municipal;1;0,0041;14/01/2025 03:36
Administrador;8;0,0329;14/01/2025 03:36
Agrônomo;2;0,0082;14/01/2025 03:36
Veterinário;4;0,0165;14/01/2025 03:36
Advogado;19;0,0782;14/01/2025 03:36
Professor de Ensino Médio;7;0,0288;14/01/2025 03:36
Ministro de Estado;1;0,0041;14/01/2025 03:36
Vereador;8;0,0329;14/01/2025 03:36
Trabalhador Rural;1;0,0041;14/01/2025 03:36
Ocupante de Cargo em Comissão;1;0,0041;14/01/2025 03:36
Professor de Ensino Fundamental;1;0,0041;14/01/2025 03:36
Representante Comercial;1;0,0041;14/01/2025 03:36
Farmacêutico;2;0,0082;14/01/2025 03:36
Relações-Públicas;1;0,0041;14/01/2025 03:36
Membro das Forças Armadas;1;0,0041;14/01/2025 03:36
Deputado;25;0,1029;14/01/2025 03:36
Professor de Ensino Superior;5;0,0206;14/01/2025 03:36
Servidor Público Estadual;6;0,0247;14/01/2025 03:36
SENADOR, DEPUTADO E VEREADOR;1;0,0041;14/01/2025 03:36
Comerciante;1;0,0041;14/01/2025 03:36
Jornalista e Redator;7;0,0288;14/01/2025 03:36
Servidor Público Federal;12;0,0494;14/01/2025 03:36
Agricultor;1;0,0041;14/01/2025 03:36
