Ocupação;Quantitativo;Porcentagem;Ano
Sacerdote ou Membro de Ordens ou Seitas Religiosas;863;0,0023;2000
Sociólogo;77;0,0002;2000
TABELIAO;86;0,0002;2000
TRABALHADOR DOS SERVICOS DE CONTABILIDADE, DE CAIXA E ASSEMELHADOS;221;0,0006;2000
Tecnólogo;62;0,0002;2000
Trabalhador Agrícola;48896;0,1327;2000
Trabalhador Florestal;92;0,0002;2000
Trabalhador Metalúrgico E Siderúrgico;1137;0,0031;2000
Trabalhador da Pecuária;2257;0,0061;2000
Trabalhador da Pesca;714;0,0019;2000
Trabalhador de Artes Gráficas;210;0,0006;2000
Trabalhador de Construção Civil;7180;0,0195;2000
Trabalhador de Fabricação de Artefatos de Madeira;1143;0,0031;2000
Trabalhador de Fabricação de Calçaados e Artefatos de Couro;405;0,0011;2000
Trabalhador de Fabricação de Papel e Papelão;75;0,0002;2000
Trabalhador de Fabricação de Produtos Têxteis (Exceto Roupas);207;0,0006;2000
Trabalhador de Fabricação de Produtos de Borracha e Plástico;48;0,0001;2000
Trabalhador de Fabricação de Roupas;576;0,0016;2000
Trabalhador de Fabricação e Preparação de Alimentos e Bebidas;514;0,0014;2000
Trabalhador de Instalações de Processamento Químico;59;0,0002;2000
Trabalhador de Tratamento de Fumo e de Fabricação de Cigarros/Charutos;7;0;2000
Trabalhador de Usinagem de Metais;326;0,0009;2000
Técnico de Biologia;7;0;2000
Técnico de Contabilidade e de Estatística;1219;0,0033;2000
Técnico de Eletricidade, Eletrônica e Telecomunicações;1049;0,0028;2000
Técnico de Laboratório e Raios X;302;0,0008;2000
Técnico de Mecânica;223;0,0006;2000
Técnico de Química;104;0,0003;2000
Técnico em Agronomia e Agrimensura;1017;0,0028;2000
VENDEDOR DE COMERCIO VAREJISTA E ATACADISTA;10969;0,0298;2000
VENDEDOR PRACISTA, REPRESENTANTE, CAIXEIRO-VIAJANTE E ASSEMELHADOS;3267;0,0089;2000
Veterinário e Zootecnista;398;0,0011;2000
ADMINISTRADOR;2104;0,0057;2004
ADVOGADO;5778;0,0157;2004
AGENCIADOR DE PROPAGANDA;52;0,0001;2004
AGENTE ADMINISTRATIVO;1447;0,0039;2004
AGENTE DE SAUDE E SANITARISTA;1946;0,0053;2004
AGENTE DE SERVICOS FUNERARIOS E EMBALSAMADOR;43;0,0001;2004
AGENTE DE VIAGEM E GUIA DE TURISMO;133;0,0004;2004
AGENTE POSTAL;171;0,0005;2004
AGRICULTOR;48764;0,1321;2004
AGRONOMO;568;0,0015;2004
ALFAIATE E COSTUREIRO;417;0,0011;2004
ALMOXARIFE;231;0,0006;2004
ANALISTA DE SISTEMAS;186;0,0005;2004
ANTROPOLOGO;9;0;2004
APOSENTADO (EXCETO SERVIDOR PUBLICO);8715;0,0236;2004
ARQUITETO;202;0,0005;2004
ARTESAO;580;0,0016;2004
ARTISTA DE CIRCO;16;0;2004
ASSISTENTE SOCIAL;480;0,0013;2004
ASTROLOGO;3;0;2004
ATENDENTE DE LANCHONETE E RESTAURANTE;147;0,0004;2004
ATLETA PROFISSIONAL E TECNICO EM DESPORTOS;170;0,0005;2004
ATOR E DIRETOR DE ESPETACULOS PUBLICOS;94;0,0003;2004
AUXILIAR DE ESCRITORIO E ASSEMELHADOS;2092;0,0057;2004
AUXILIAR DE LABORATORIO;233;0,0006;2004
BACTERIOLOGISTA E TRABALHADOR ASSEMELHADO;14;0;2004
BANCARIO E ECONOMIARIO;1032;0,0028;2004
BIBLIOTECARIO, ARQUIVISTA, MUSEOLOGO E ARQUEOLOGO;64;0,0002;2004
BIOLOGO E BIOMEDICO;155;0,0004;2004
BOMBEIRO CIVIL;49;0,0001;2004
BOMBEIRO E INSTALADOR DE GAS, AGUA, ESGOTO E ASSEMELHADOS;93;0,0003;2004
BOMBEIRO MILITAR;181;0,0005;2004
CABELEIREIRO, BARBEIRO, MANICURE, MAQUILADOR, ESTETICISTA E MASSAGISTA;2508;0,0068;2004
CANTOR E COMPOSITOR;261;0,0007;2004
CAPITALISTA DE ATIVOS FINANCEIROS;5;0;2004
CARVOEIRO;49;0,0001;2004
CATADOR DE RECICLAVEIS;52;0,0001;2004
CERAMISTA, OLEIRO;119;0,0003;2004
CHAPELEIRO;4;0;2004
CHAVEIRO;48;0,0001;2004
CIENTISTA POLITICO;11;0;2004
COBRADOR DE TRANSPORTE COLETIVO;212;0,0006;2004
COMANDANTE DE EMBARCACOES;19;0,0001;2004
COMERCIANTE;39079;0,1059;2004
COMERCIARIO;3686;0,01;2004
COMISSARIO DE BORDO;5;0;2004
COMUNICOLOGO;41;0,0001;2004
CONTADOR;1648;0,0045;2004
CONTROLADOR DE TRAFEGO AEREO;3;0;2004
COREOGRAFO E BAILARINO;25;0,0001;2004
CORRETOR DE IMOVEIS, SEGUROS, TITULOS E VALORES;1137;0,0031;2004
CORTADOR, POLIDOR E GRAVADOR DE PEDRAS;32;0,0001;2004
COVEIRO;17;0;2004
COZINHEIRO;375;0,001;2004
DECORADOR;55;0,0001;2004
DEMONSTRADOR;11;0;2004
DESENHISTA;221;0,0006;2004
DESPACHANTE;398;0,0011;2004
DETETIVE PARTICULAR;28;0,0001;2004
DIGITADOR;229;0,0006;2004
DIPLOMATA;2;0;2004
DIRETOR DE EMPRESAS;176;0,0005;2004
DIRETOR DE ESTABELECIMENTO DE ENSINO;416;0,0011;2004
DONA DE CASA;9988;0,0271;2004
ECONOMISTA;418;0,0011;2004
ECONOMISTA DOMESTICO;20;0,0001;2004
ELETRICISTA E ASSEMELHADOS;1777;0,0048;2004
EMPREGADO DOMESTICO;662;0,0018;2004
EMPRESARIO;5874;0,0159;2004
EMPRESARIO E PRODUTOR DE ESPETACULOS PUBLICOS;323;0,0009;2004
ENCANADOR,SOLDADOR,CHAPEADOR,CALDEIREIRO,MONTADOR DE ESTRUTURA METALIC;388;0,0011;2004
ENFERMEIRO;1839;0,005;2004
ENGENHEIRO;1481;0,004;2004
ENGRAXATE;7;0;2004
ESCRITOR E CRITICO;53;0,0001;2004
ESCULTOR, PINTOR, ARTISTA PLASTICO E ASSEMELHADOS;304;0,0008;2004
ESTATISTICO;8;0;2004
ESTIVADOR, CARREGADOR, EMBALADOR E ASSEMELHADOS;124;0,0003;2004
ESTOFADOR;49;0,0001;2004
ESTUDANTE,BOLSISTA, ESTAGIARIO E ASSEMELHADOS;6815;0,0185;2004
FARMACEUTICO;357;0,001;2004
FEIRANTE, AMBULANTE E MASCATE;341;0,0009;2004
FERROVIARIO;88;0,0002;2004
FIANDEIRO, TECELAO, TINGIDOR E TRABALHADOR ASSEMELHADO;37;0,0001;2004
FISCAL;411;0,0011;2004
FISCAL DE TRANSPORTE COLETIVO;44;0,0001;2004
FISICO;16;0;2004
FISIOTERAPEUTA E TERAPEUTA OCUPACIONAL;203;0,0006;2004
FONOAUDIOLOGO;21;0,0001;2004
FOTOGRAFO E TRABALHADOR ASSEMELHADO;550;0,0015;2004
FRENTISTA;439;0,0012;2004
FUNILEIRO;286;0,0008;2004
GARCOM;343;0,0009;2004
GARI OU LIXEIRO;92;0,0002;2004
GARIMPEIRO;115;0,0003;2004
GEOFISICO;6;0;2004
GEOGRAFO;71;0,0002;2004
GEOLOGO;19;0,0001;2004
GERENTE;1029;0,0028;2004
GOVERNANTA;24;0,0001;2004
GUARDADOR DE VEICULOS;10;0;2004
HISTORIADOR;48;0,0001;2004
INDUSTRIAL;801;0,0022;2004
JARDINEIRO;171;0,0005;2004
JOALHEIROS E OURIVES;24;0,0001;2004
JORNALEIRO;48;0,0001;2004
JORNALISTA E REDATOR;613;0,0017;2004
LANTERNEIRO E PINTOR DE VEICULOS;188;0,0005;2004
LAVADOR DE VEICULOS;55;0,0001;2004
LAVANDEIRO, TINTUREIRO E TRABALHADOR ASSEMELHADO;25;0,0001;2004
LEILOEIRO, AVALIADOR E ASSEMELHADOS;12;0;2004
LEITURISTA;62;0,0002;2004
LOCUTOR E COMENTARISTA DE RADIO E TELEVISAO E RADIALISTA;1795;0,0049;2004
MAQUINISTA E FOGUISTA DE EMBARCACOES E ASSEMELHADOS;32;0,0001;2004
MARINHEIRO CIVIL, CANOEIRO, EMBARCADO E ASSEMELHADOS;109;0,0003;2004
MATEMATICO E ATUARIO;30;0,0001;2004
MECANICO DE MANUTENCAO;2488;0,0067;2004
MEDICO;2517;0,0068;2004
MEMBRO DAS FORCAS ARMADAS;291;0,0008;2004
MEMBRO DO MINISTERIO PUBLICO;8;0;2004
MESTRE E CONTRAMESTRE DE EMBARCACAO;22;0,0001;2004
METEOROLOGISTA;1;0;2004
MILITAR REFORMADO;1206;0,0033;2004
MINISTRO DO PODER JUDICIARIO E MAGISTRADO;1;0;2004
MODELO;10;0;2004
MONTADOR DE MAQUINAS;69;0,0002;2004
MOTOBOY;311;0,0008;2004
MOTORISTA DE VEICULOS DE TRANSPORTE COLETIVO DE PASSAGEIROS;8150;0,0221;2004
MOTORISTA DE VEICULOS DE TRANSPORTE DE CARGA;5605;0,0152;2004
MUSICO;735;0,002;2004
NUTRICIONISTA E TRABALHADOR ASSEMELHADO;45;0,0001;2004
OCUPANTE DE CARGO EM COMISSAO;571;0,0015;2004
ODONTOLOGO;1092;0,003;2004
OPERADOR DE APARELHOS DE PRODUCAO INDUSTRIAL;606;0,0016;2004
OPERADOR DE COMPUTADOR;137;0,0004;2004
OPERADOR DE EQUIP DE RADIO TELEV E DE SONORIZACAO E PROJECOES CINEMAT;121;0,0003;2004
OPERADOR DE EQUIPAMENTO MEDICO E ODONTOLOGICO;28;0,0001;2004
OPERADOR DE IMPLEMENTO DE AGRICULTURA, PECUARIA E EXPLORACAO FLORESTAL;511;0,0014;2004
OPERADOR DE INSTALACAO DE PRODUCAO DE ENERGIA ELETRICA E NUCLEAR;60;0,0002;2004
PADEIRO, CONFEITEIRO E TRABALHADOR ASSEMELHADO;398;0,0011;2004
PARAMEDICO;11;0;2004
PECUARISTA;2600;0,007;2004
PEDAGOGO;853;0,0023;2004
PESCADOR;1114;0,003;2004
PETROLEIRO;64;0,0002;2004
PILOTO DE AVIACAO COMERCIAL, NAVEGADOR, MECANICO DE VOO E ASSEMELHADOS;28;0,0001;2004
POLICIAL CIVIL;918;0,0025;2004
POLICIAL MILITAR;2963;0,008;2004
PORTEIRO DE EDIFICIO, ASCENSORISTA, GARAGISTA, FAXINEIRO E ZELADOR;321;0,0009;2004
PRESIDENTE DA REPUBLICA, MINISTRO DE ESTADO, GOVERNADOR E PREFEITO;16;0;2004
PRODUTOR AGROPECUARIO;3152;0,0085;2004
PROFESSOR DE ENSINO DE PRIMEIRO E SEGUNDO GRAUS;20477;0,0555;2004
PROFESSOR DE ENSINO SUPERIOR;1371;0,0037;2004
PROFESSOR E INSTRUTOR DE FORMACAO PROFISSIONAL;657;0,0018;2004
PROGRAMADOR DE COMPUTADOR;90;0,0002;2004
PROTETICO;322;0,0009;2004
PSICOLOGO;330;0,0009;2004
PUBLICITARIO;364;0,001;2004
QUIMICO;109;0,0003;2004
RELACOES PUBLICAS;162;0,0004;2004
RELOJOEIRO E MONTADOR DE INSTRUMENTO DE PRECISAO;61;0,0002;2004
REPRESENTANTE COMERCIAL;1474;0,004;2004
SACERDOTE OU MEMBRO DE ORDEM OU SEITA RELIGIOSA;995;0,0027;2004
SALVA-VIDAS;9;0;2004
SECRETARIO,ESTENOGRAFO,DATILOGRAFO,RECEPCIONISTA,TELEFONISTA,TAQUIGRAF;1069;0,0029;2004
SECURITARIO;61;0,0002;2004
SENADOR, DEPUTADO E VEREADOR;8112;0,022;2004
SERRALHEIRO;493;0,0013;2004
SERVENTUARIO DE JUSTICA;426;0,0012;2004
SERVIDOR DA JUSTICA ELEITORAL;2;0;2004
SERVIDOR PUBLICO CIVIL APOSENTADO;2221;0,006;2004
SERVIDOR PUBLICO ESTADUAL;8762;0,0237;2004
SERVIDOR PUBLICO FEDERAL;2324;0,0063;2004
SERVIDOR PUBLICO MUNICIPAL;25256;0,0684;2004
SOCIOLOGO;92;0,0002;2004
SUPERVISOR, INSPETOR E AGENTE DE COMPRAS E VENDAS;249;0,0007;2004
TABELIAO;79;0,0002;2004
TAPECEIRO;105;0,0003;2004
TAXISTA E MOTORISTA PARTICULAR;1402;0,0038;2004
TECNICO CONTABILIDADE, ESTATISTICA, ECONOMIA DOMESTICA E ADMINISTRACAO;1742;0,0047;2004
TECNICO DE BIOLOGIA;4;0;2004
TECNICO DE ELETRICIDADE, ELETRONICA E TELECOMUNICACOES;1194;0,0032;2004
TECNICO DE ENFERMAGEM E TRABALHADOR ASSEMELHADO (EXCETO ENFERMEIRO);1437;0,0039;2004
TECNICO DE LABORATORIO E RAIOS X;329;0,0009;2004
TECNICO DE MECANICA;334;0,0009;2004
TECNICO DE MINERACAO, METALURGIA E GEOLOGIA;74;0,0002;2004
TECNICO DE OBRAS CIVIS, ESTRADAS, SANEAMENTO E TRABALHADOR ASSEMELHADO;262;0,0007;2004
TECNICO DE QUIMICA;121;0,0003;2004
TECNICO EM AGRONOMIA E AGRIMENSURA;923;0,0025;2004
TECNICO EM EDIFICACOES;150;0,0004;2004
TECNICO TEXTIL;26;0,0001;2004
TERAPEUTA;55;0,0001;2004
TORNEIRO MECANICO;238;0,0006;2004
TRABALHADOR DE ARTES GRAFICAS;140;0,0004;2004
TRABALHADOR DE CONSTRUCAO CIVIL;5046;0,0137;2004
TRABALHADOR DE CURTIMENTO;31;0,0001;2004
TRABALHADOR DE FABRICACAO DE ARTEFATOS DE MADEIRA;623;0,0017;2004
TRABALHADOR DE FABRICACAO DE CALCADOS E ARTEFATOS DE COURO;380;0,001;2004
TRABALHADOR DE FABRICACAO DE PAPEL E PAPELAO;36;0,0001;2004
TRABALHADOR DE FABRICACAO DE PRODUTOS DE BORRACHA E PLASTICO;21;0,0001;2004
TRABALHADOR DE FABRICACAO DE PRODUTOS TEXTEIS (EXCETO ROUPAS);93;0,0003;2004
TRABALHADOR DE FABRICACAO DE ROUPAS;268;0,0007;2004
TRABALHADOR DE FABRICACAO E PREPARACAO DE ALIMENTOS E BEBIDAS;209;0,0006;2004
TRABALHADOR DE FABRICACAO, VULCANIZACAO E REPARACAO DE PNEUMATICOS;30;0,0001;2004
TRABALHADOR DE HOTELARIA;72;0,0002;2004
TRABALHADOR DE MINAS E PEDREIRAS, SONDADOR E TRABALHADOR ASSEMELHADO;106;0,0003;2004
TRABALHADOR DE TRATAMENTO DE FUMO E DE FABRICACAO DE CIGARROS/CHARUTOS;12;0;2004
TRABALHADOR DE USINAGEM DE METAIS;84;0,0002;2004
TRABALHADOR DOS SERVICOS DE CONTABILIDADE, DE CAIXA E ASSEMELHADOS;121;0,0003;2004
TRABALHADOR EM ATIVIDADE DE PROCESSAMENTO QUIMICO;43;0,0001;2004
TRABALHADOR FLORESTAL;119;0,0003;2004
TRABALHADOR METALURGICO E SIDERURGICO;624;0,0017;2004
TRADUTOR, INTERPRETE E FILOLOGO;8;0;2004
VENDEDOR DE COMERCIO VAREJISTA E ATACADISTA;2355;0,0064;2004
VENDEDOR PRACISTA, REPRESENTANTE, CAIXEIRO-VIAJANTE E ASSEMELHADOS;2385;0,0065;2004
VETERINARIO;384;0,001;2004
VIGILANTE;1977;0,0054;2004
ZOOTECNISTA;46;0,0001;2004
ZOOTECNISTA;61;0,0002;2004
Administrador;3287;0,0094;2008
Advogado;5470;0,0156;2008
Agenciador de Propaganda;74;0,0002;2008
Agente Administrativo;3107;0,0089;2008
Agente Postal;152;0,0004;2008
Agente de Saúde e Sanitarista;2633;0,0075;2008
Agente de Serviços Funerários e Embalsamador;68;0,0002;2008
Agente de Viagem;97;0,0003;2008
Agricultor;39012;0,1115;2008
Agrônomo;468;0,0013;2008
Alfaiate e Costureiro;218;0,0006;2008
Almoxarife;264;0,0008;2008
Analista de Sistemas;189;0,0005;2008
Antropólogo;3;0;2008
Aposentado (Exceto Servidor Público);9978;0,0285;2008
Arqueólogo;3;0;2008
Arquiteto;177;0,0005;2008
Arquivista e Museólogo;10;0;2008
Artesão;680;0,0019;2008
Artista Plástico e Assemelhados;205;0,0006;2008
Artista de Circo;35;0,0001;2008
Assistente Social;534;0,0015;2008
Astrólogo;4;0;2008
Astrônomo;38;0,0001;2008
Atendente de Lanchonete e Restaurante;128;0,0004;2008
Atleta Profissional e Técnico em Desportos;147;0,0004;2008
Ator e Diretor de Espetáculos Públicos;90;0,0003;2008
Auxiliar de Escritório e Assemelhados;3810;0,0109;2008
Auxiliar de Laboratório;361;0,001;2008
Bacteriologista e Assemelhados;15;0;2008
Bancário e Economiário;855;0,0024;2008
Bibliotecário;71;0,0002;2008
Biomédico;58;0,0002;2008
Biólogo;127;0,0004;2008
Bombeiro Civil;33;0,0001;2008
Bombeiro Militar;217;0,0006;2008
Bombeiro e Instalador de Gás, Água, Esgoto e Assemelhados;104;0,0003;2008
Cabeleireiro e Barbeiro;2622;0,0075;2008
Cantor e Compositor;356;0,001;2008
Capitalista de Ativos Financeiros;4;0;2008
Carpinteiro, Marceneiro e Assemelhados;1453;0,0042;2008
Carvoeiro;37;0,0001;2008
Catador de Recicláveis;61;0,0002;2008
Ceramista e Oleiro;90;0,0003;2008
Chapeleiro;8;0;2008
Chaveiro;54;0,0002;2008
Cientista Político;21;0,0001;2008
Cobrador de Transporte Coletivo;200;0,0006;2008
Comandante de Embarcações;20;0,0001;2008
Comerciante;32438;0,0927;2008
Comerciário;3213;0,0092;2008
Comissário de Bordo;2;0;2008
Comunicólogo;87;0,0002;2008
Contador;1497;0,0043;2008
Controlador de Tráfego Aéreo;6;0;2008
Coreógrafo e Bailarino;14;0;2008
Corretor de Imóveis, Seguros, Títulos e Valores;1371;0,0039;2008
Cortador, Polidor e Gravador de Pedras;16;0;2008
Coveiro;36;0,0001;2008
Cozinheiro;469;0,0013;2008
Decorador;60;0,0002;2008
Demonstrador;8;0;2008
Deputado;1;0;2008
Desenhista;193;0,0006;2008
Despachante;335;0,001;2008
Detetive Particular;26;0,0001;2008
Digitador;218;0,0006;2008
Diretor de Empresas;160;0,0005;2008
Diretor de Estabelecimento de Ensino;420;0,0012;2008
Dona de Casa;9479;0,0271;2008
Economista;332;0,0009;2008
Economista Doméstico;10;0;2008
Eletricista e Assemelhados;2019;0,0058;2008
Embalador, Empacotador e Assemelhados;65;0,0002;2008
Empregado Doméstico;355;0,001;2008
Empresário;10242;0,0293;2008
Encanador, Soldador, Chapeador e Caldeireiro;268;0,0008;2008
Enfermeiro;1871;0,0053;2008
Engenheiro;1218;0,0035;2008
Engraxate;6;0;2008
Escritor e Crítico;60;0,0002;2008
Escultor e Pintor;73;0,0002;2008
Estatístico;5;0;2008
Esteticista;119;0,0003;2008
Estivador, Carregador e Assemelhados;96;0,0003;2008
Estofador;53;0,0002;2008
Estudante, Bolsista, Estagiário e Assemelhados;6345;0,0181;2008
Farmacêutico;377;0,0011;2008
Faxineiro;281;0,0008;2008
Feirante, Ambulante e Mascate;202;0,0006;2008
Ferroviário;59;0,0002;2008
Fiandeiro, Tecelão, Tingidor e Assemelhados;13;0;2008
Fiscal;661;0,0019;2008
Fiscal de Transporte Coletivo;46;0,0001;2008
Fisioterapeuta e Terapeuta Ocupacional;314;0,0009;2008
Fonoaudiólogo;39;0,0001;2008
Fotógrafo e Assemelhados;518;0,0015;2008
Frentista;528;0,0015;2008
Funileiro;230;0,0007;2008
Físico;6;0;2008
Gari ou Lixeiro;201;0,0006;2008
Garimpeiro;103;0,0003;2008
Garçom;345;0,001;2008
Geofísico;2;0;2008
Gerente;1509;0,0043;2008
Geógrafo;44;0,0001;2008
Geólogo;20;0,0001;2008
Governanta;9;0;2008
Guardador de Veículos;11;0;2008
Guia de Turismo;67;0,0002;2008
Historiador;40;0,0001;2008
Industrial;826;0,0024;2008
Jardineiro;205;0,0006;2008
Joalheiro e Ourives;13;0;2008
Jornaleiro;45;0,0001;2008
Jornalista e Redator;746;0,0021;2008
Lanterneiro e Pintor de Veículos;153;0,0004;2008
Lavador de Veículos;84;0,0002;2008
Lavandeiro, Tintureiro e Assemelhados;39;0,0001;2008
Leiloeiro, Avaliador e Assemelhados;17;0;2008
Leiturista;62;0,0002;2008
Locutor e Comentarista de Rádio e Televisão e Radialista;1484;0,0042;2008
Magistrado;12;0;2008
Manicure e Maquilador;182;0,0005;2008
Maquinista e Foguista de Embarcações e Assemelhados;26;0,0001;2008
Marinheiro Civil, Canoeiro, Embarcado e Assemelhados;105;0,0003;2008
Massagista;82;0,0002;2008
Matemático e Atuário;22;0,0001;2008
Mecânico de Manutenção;2781;0,008;2008
Membro das Forças Armadas;178;0,0005;2008
Membro do Ministério Público;2;0;2008
Mestre e Contramestre de Embarcação;16;0;2008
Meteorologista;2;0;2008
Militar Reformado;1118;0,0032;2008
Ministro de Estado;7;0;2008
Modelo;12;0;2008
Montador de Estrutura Metálica;116;0,0003;2008
Montador de Máquinas;57;0,0002;2008
Motoboy;565;0,0016;2008
Motorista Particular;4006;0,0115;2008
Motorista de Veículos de Transporte Coletivo de Passageiros;6489;0,0186;2008
Motorista de Veículos de Transporte de Carga;4930;0,0141;2008
Médico;2450;0,007;2008
Músico;827;0,0024;2008
Nutricionista e Assemelhados;73;0,0002;2008
Oceanógrafo;7;0;2008
Ocupante de Cargo em Comissão;434;0,0012;2008
Odontólogo;1034;0,003;2008
Office-Boy e Contínuo;68;0,0002;2008
Operador de Aparelhos de Produção Industrial;801;0,0023;2008
Operador de Computador;87;0,0002;2008
