Ocupação;Quantitativo;Porcentagem;Data de carga
AGENTE DE VIAGEM E GUIA DE TURISMO;25;0,0001;14/01/2025 12:30
Administrador;7546;0,0175;14/01/2025 12:30
Advogado;8496;0,0197;14/01/2025 12:30
Agenciador de Propaganda;62;0,0001;14/01/2025 12:30
Agente Administrativo;2993;0,0069;14/01/2025 12:30
Agente Postal;178;0,0004;14/01/2025 12:30
Agente de Saúde e Sanitarista;3093;0,0072;14/01/2025 12:30
Agente de Serviços Funerários e Embalsamador;103;0,0002;14/01/2025 12:30
Agente de Viagem;79;0,0002;14/01/2025 12:30
Agricultor;28967;0,0671;14/01/2025 12:30
Agrônomo;363;0,0008;14/01/2025 12:30
Alfaiate e Costureiro;296;0,0007;14/01/2025 12:30
Almoxarife;247;0,0006;14/01/2025 12:30
Analista de Sistemas;282;0,0007;14/01/2025 12:30
Antropólogo;12;0;14/01/2025 12:30
Aposentado (Exceto Servidor Público);16224;0,0376;14/01/2025 12:30
Arqueólogo;2;0;14/01/2025 12:30
Arquiteto;360;0,0008;14/01/2025 12:30
Arquivista e Museólogo;11;0;14/01/2025 12:30
Artesão;740;0,0017;14/01/2025 12:30
Artista Plástico e Assemelhados;172;0,0004;14/01/2025 12:30
Artista de Circo;17;0;14/01/2025 12:30
Assistente Social;2025;0,0047;14/01/2025 12:30
Astrólogo;4;0;14/01/2025 12:30
Astrônomo;59;0,0001;14/01/2025 12:30
Atendente de Lanchonete e Restaurante;380;0,0009;14/01/2025 12:30
Atleta Profissional e Técnico em Desportos;212;0,0005;14/01/2025 12:30
Ator e Diretor de Espetáculos Públicos;88;0,0002;14/01/2025 12:30
Auxiliar de Escritório e Assemelhados;3103;0,0072;14/01/2025 12:30
Auxiliar de Laboratório;127;0,0003;14/01/2025 12:30
BIBLIOTECÁRIO, ARQUIVISTA, MUSEÓLOGO E ARQUEÓLOGO;3;0;14/01/2025 12:30
BIÓLOGO E BIOMÉDICO;14;0;14/01/2025 12:30
Bacteriologista e Assemelhados;2;0;14/01/2025 12:30
Bancário e Economiário;383;0,0009;14/01/2025 12:30
Bibliotecário;34;0,0001;14/01/2025 12:30
Biomédico;139;0,0003;14/01/2025 12:30
Biólogo;193;0,0004;14/01/2025 12:30
Bombeiro Civil;262;0,0006;14/01/2025 12:30
Bombeiro Militar;248;0,0006;14/01/2025 12:30
Bombeiro e Instalador de Gás, Água, Esgoto e Assemelhados;57;0,0001;14/01/2025 12:30
CABELEIREIRO, BARBEIRO, MANICURE, MAQUILADOR, ESTETICISTA E MASSAGISTA;807;0,0019;14/01/2025 12:30
Cabeleireiro e Barbeiro;3439;0,008;14/01/2025 12:30
Cantor e Compositor;581;0,0013;14/01/2025 12:30
Capitalista de Ativos Financeiros;12;0;14/01/2025 12:30
Carpinteiro, Marceneiro e Assemelhados;901;0,0021;14/01/2025 12:30
Carvoeiro;15;0;14/01/2025 12:30
Catador de Recicláveis;173;0,0004;14/01/2025 12:30
Ceramista e Oleiro;43;0,0001;14/01/2025 12:30
Chapeleiro;5;0;14/01/2025 12:30
Chaveiro;68;0,0002;14/01/2025 12:30
Cientista Político;39;0,0001;14/01/2025 12:30
Cobrador de Transporte Coletivo;66;0,0002;14/01/2025 12:30
Comandante de Embarcações;8;0;14/01/2025 12:30
Comerciante;18937;0,0438;14/01/2025 12:30
Comerciário;1479;0,0034;14/01/2025 12:30
Comissário de Bordo;6;0;14/01/2025 12:30
Comunicólogo;112;0,0003;14/01/2025 12:30
Contador;1375;0,0032;14/01/2025 12:30
